name, lat (degrees), lon (degrees), alt (feet), trk (degrees), gs (knots), vs (f/m), time (s)
TRAF3, 37.01966726, -76.59008781, 676.97260563, -163.96316689, 31.30933382, 51.94414947, 521.0
TRAF2, 37.01994958, -76.58874319, 656.36590000, -84.49809458, 27.17101152, 0.00000000, 521.0
TRAF1, 37.02525052, -76.59662197, 656.36590000, 128.55675793, 25.18538349, 0.00000000, 521.0
TRAF3, 37.01952795, -76.59013797, 677.83834145, -163.96319709, 31.30933382, 51.94414947, 522.0
TRAF2, 37.01996164, -76.58890002, 656.36590000, -84.49818900, 27.17101152, 0.00000000, 522.0
TRAF1, 37.02517785, -76.59650777, 656.36590000, 128.55682670, 25.18538349, 0.00000000, 522.0
TRAF3, 37.01938864, -76.59018812, 678.70407727, -163.96322728, 31.30933382, 51.94414947, 523.0
TRAF2, 37.01997370, -76.58905684, 656.36590000, -84.49828343, 27.17101152, 0.00000000, 523.0
TRAF1, 37.02510517, -76.59639356, 656.36590000, 128.55689547, 25.18538349, 0.00000000, 523.0
TRAF3, 37.01924933, -76.59023827, 679.56981310, -163.96325748, 31.30933382, 51.94414947, 524.0
TRAF2, 37.01998576, -76.58921367, 656.36590000, -84.49837785, 27.17101152, 0.00000000, 524.0
TRAF1, 37.02503250, -76.59627935, 656.36590000, 128.55696424, 25.18538349, 0.00000000, 524.0
TRAF3, 37.01911002, -76.59028842, 680.43554892, -163.96328768, 31.30933382, 51.94414947, 525.0
TRAF2, 37.01999782, -76.58937049, 656.36590000, -84.49847227, 27.17101152, 0.00000000, 525.0
TRAF1, 37.02495982, -76.59616515, 656.36590000, 128.55703301, 25.18538349, 0.00000000, 525.0
TRAF3, 37.01897071, -76.59033857, 681.30128475, -163.96331787, 31.30933382, 51.94414947, 526.0
TRAF2, 37.02000988, -76.58952731, 656.36590000, -84.49856670, 27.17101152, 0.00000000, 526.0
TRAF1, 37.02488715, -76.59605094, 656.36590000, 128.55710179, 25.18538349, 0.00000000, 526.0
TRAF3, 37.01883140, -76.59038873, 682.16702057, -163.96334807, 31.30933382, 51.94414947, 527.0
TRAF2, 37.02002194, -76.58968414, 656.36590000, -84.49866112, 27.17101152, 0.00000000, 527.0
TRAF1, 37.02481447, -76.59593674, 656.36590000, 128.55717056, 25.18538349, 0.00000000, 527.0
TRAF3, 37.01869209, -76.59043888, 683.03275640, -163.96337826, 31.30933382, 51.94414947, 528.0
TRAF2, 37.02003400, -76.58984096, 656.36590000, -84.49875554, 27.17101152, 0.00000000, 528.0
TRAF1, 37.02474180, -76.59582253, 656.36590000, 128.55723933, 25.18538349, 0.00000000, 528.0
TRAF3, 37.01855278, -76.59048903, 683.89849222, -163.96340846, 31.30933382, 51.94414947, 529.0
TRAF2, 37.02004606, -76.58999779, 656.36590000, -84.49884996, 27.17101152, 0.00000000, 529.0
TRAF1, 37.02466912, -76.59570833, 656.36590000, 128.55730810, 25.18538349, 0.00000000, 529.0
TRAF3, 37.01841347, -76.59053918, 684.76422805, -163.96343865, 31.30933382, 51.94414947, 530.0
TRAF2, 37.02005811, -76.59015461, 656.36590000, -84.49894439, 27.17101152, 0.00000000, 530.0
TRAF1, 37.02459644, -76.59559412, 656.36590000, 128.55737686, 25.18538349, 0.00000000, 530.0
TRAF3, 37.01827416, -76.59058933, 685.62996387, -163.96346885, 31.30933382, 51.94414947, 531.0
TRAF2, 37.02007017, -76.59031144, 656.36590000, -84.49903881, 27.17101151, 0.00000000, 531.0
TRAF1, 37.02452377, -76.59547992, 656.36590000, 128.55744563, 25.18538349, 0.00000000, 531.0
TRAF3, 37.01813485, -76.59063948, 686.49569969, -163.96349904, 31.30933382, 51.94414947, 532.0
TRAF2, 37.02007497, -76.59047882, 656.36590000, -95.12557275, 29.99998901, 0.00000000, 532.0
TRAF1, 37.02445109, -76.59536571, 656.36590000, 128.55751440, 25.18538349, 0.00000000, 532.0
TRAF3, 37.01799554, -76.59068963, 687.36143552, -163.96352924, 31.30933382, 51.94414947, 533.0
TRAF2, 37.02007497, -76.59047882, 656.36590000, -95.12557275, 29.99998901, 0.00000000, 533.0
TRAF1, 37.02437842, -76.59525151, 656.36590000, 128.55758317, 25.18538349, 0.00000000, 533.0
TRAF3, 37.01785623, -76.59073978, 688.22717134, -163.96355942, 31.30933382, 51.94414947, 534.0
TRAF2, 37.02004240, -76.59064727, 656.36590000, -112.10239019, 29.99998901, 0.00000000, 534.0
TRAF1, 37.02430574, -76.59513730, 656.36590000, 128.55765194, 25.18538349, 0.00000000, 534.0
TRAF3, 37.01771692, -76.59078993, 689.09290717, -163.96358962, 31.30933382, 51.94414947, 535.0
TRAF2, 37.01997197, -76.59079647, 656.36590000, -129.07920764, 29.99998901, 0.00000000, 535.0
TRAF1, 37.02423306, -76.59502310, 656.36590000, 128.55772071, 25.18538349, 0.00000000, 535.0
TRAF3, 37.01757761, -76.59084008, 689.95864299, -163.96361982, 31.30933382, 51.94414947, 536.0
TRAF2, 37.01986984, -76.59091341, 656.36590000, -146.05602508, 29.99998901, 0.00000000, 536.0
TRAF1, 37.02416039, -76.59490889, 656.36590000, 128.55778948, 25.18538349, 0.00000000, 536.0
TRAF3, 37.01743830, -76.59089023, 690.82437882, -163.96365003, 31.30933381, 51.94414947, 537.0
TRAF2, 37.01974489, -76.59098790, 656.36590000, -163.03284253, 29.99998901, 0.00000000, 537.0
TRAF1, 37.02408771, -76.59479469, 656.36590000, 128.55785824, 25.18538349, 0.00000000, 537.0
TRAF3, 37.01729028, -76.59096127, 691.69011464, -152.10274856, 34.99995977, 51.94414947, 538.0
TRAF2, 37.01960802, -76.59101345, 656.36590000, 179.99034002, 29.99998901, 0.00000000, 538.0
TRAF1, 37.02401503, -76.59468049, 656.36590000, 128.55792701, 25.18538349, 0.00000000, 538.0
TRAF3, 37.01729028, -76.59096127, 691.69011464, -152.10274856, 34.99995977, 51.94414947, 539.0
TRAF2, 37.01947116, -76.59098784, 656.36590000, 163.01352258, 29.99998901, 0.00000000, 539.0
TRAF1, 37.02394236, -76.59456628, 656.36590000, 128.55799578, 25.18538349, 0.00000000, 539.0
TRAF3, 37.01715818, -76.59107786, 692.55585047, -137.55117935, 34.99995977, 51.94414947, 540.0
TRAF2, 37.01934623, -76.59091329, 656.36590000, 146.03670513, 29.99998901, 0.00000000, 540.0
TRAF1, 37.02386968, -76.59445208, 656.36590000, 128.55806455, 25.18538349, 0.00000000, 540.0
TRAF3, 37.01705371, -76.59123227, 693.42158629, -122.99961014, 34.99995977, 51.94414947, 541.0
TRAF2, 37.01914497, -76.59067629, 656.36590000, 134.94941844, 28.65128724, 0.00000000, 541.0
TRAF1, 37.02384431, -76.59441222, 656.36590000, 128.55806788, 26.38695916, 0.00000000, 541.0
TRAF3, 37.01698357, -76.59141461, 694.28732211, -108.44804093, 34.99995977, 51.94414947, 542.0
TRAF2, 37.01914497, -76.59067629, 656.36590000, 134.94941844, 28.65128724, 0.00000000, 542.0
TRAF1, 37.02376817, -76.59429257, 656.36590000, 128.55813993, 26.38695916, 0.00000000, 542.0
TRAF3, 37.01695226, -76.59161316, 695.15305794, -93.89647172, 34.99995977, 51.94414947, 543.0
TRAF2, 37.01897256, -76.59045998, 656.36590000, 134.95038200, 25.85214852, 0.00000000, 543.0
TRAF1, 37.02369202, -76.59417292, 656.36590000, 128.55821197, 26.38695916, 0.00000000, 543.0
TRAF3, 37.01696178, -76.59181521, 696.01879376, -79.34490251, 34.99995977, 51.94414947, 544.0
TRAF2, 37.01888800, -76.59035389, 656.36590000, 134.95044587, 25.85214852, 0.00000000, 544.0
TRAF1, 37.02361588, -76.59405327, 656.36590000, 128.55828402, 26.38695916, 0.00000000, 544.0
TRAF3, 37.01701153, -76.59200777, 696.88452959, -64.79333330, 34.99995977, 51.94414947, 545.0
TRAF2, 37.01880344, -76.59024781, 656.36590000, 134.95050974, 25.85214852, 0.00000000, 545.0
TRAF1, 37.02353973, -76.59393362, 656.36590000, 128.55835607, 26.38695916, 0.00000000, 545.0
TRAF3, 37.01709832, -76.59217850, 697.75026541, -50.24176409, 34.99995977, 51.94414947, 546.0
TRAF2, 37.01871888, -76.59014172, 656.36590000, 134.95057361, 25.85214852, 0.00000000, 546.0
TRAF1, 37.02346359, -76.59381396, 656.36590000, 128.55842811, 26.38695916, 0.00000000, 546.0
TRAF3, 37.01733421, -76.59245350, 699.48173706, -41.68673246, 33.39788698, 51.94414947, 547.0
TRAF2, 37.01863433, -76.59003563, 656.36590000, 134.95063749, 25.85214852, 0.00000000, 547.0
TRAF1, 37.02338744, -76.59369431, 656.36590000, 128.55850016, 26.38695916, 0.00000000, 547.0
TRAF3, 37.01733421, -76.59245350, 699.48173706, -41.68673246, 33.39788698, 51.94414947, 548.0
TRAF2, 37.01854977, -76.58992955, 656.36590000, 134.95070136, 25.85214852, 0.00000000, 548.0
TRAF1, 37.02331130, -76.59357467, 656.36590000, 128.55857221, 26.38695916, 0.00000000, 548.0
TRAF3, 37.01744296, -76.59257480, 700.34747289, -41.68673246, 29.51019799, 51.94414947, 549.0
TRAF2, 37.01846521, -76.58982346, 656.36590000, 134.95076523, 25.85214852, 0.00000000, 549.0
TRAF1, 37.02323515, -76.59345502, 656.36590000, 128.55864425, 26.38695916, 0.00000000, 549.0
TRAF3, 37.01763509, -76.59278910, 702.07894453, -41.68779586, 27.53526641, 51.94414947, 550.0
TRAF2, 37.01838065, -76.58971737, 656.36590000, 134.95082910, 25.85214852, 0.00000000, 550.0
TRAF1, 37.02315901, -76.59333537, 656.36590000, 128.55871630, 26.38695916, 0.00000000, 550.0
TRAF3, 37.01773029, -76.59289528, 702.94468036, -41.68785979, 27.53526641, 51.94414947, 551.0
TRAF2, 37.01829609, -76.58961129, 656.36590000, 134.95089297, 25.85214852, 0.00000000, 551.0
TRAF1, 37.02308286, -76.59321572, 656.36590000, 128.55878834, 26.38695916, 0.00000000, 551.0
TRAF3, 37.01782548, -76.59300146, 703.81041618, -41.68792372, 27.53526641, 51.94414947, 552.0
TRAF2, 37.01821154, -76.58950520, 656.36590000, 134.95095684, 25.85214852, 0.00000000, 552.0
TRAF1, 37.02300671, -76.59309607, 656.36590000, 128.55886039, 26.38695916, 0.00000000, 552.0
TRAF3, 37.01792068, -76.59310765, 704.67615201, -41.68798765, 27.53526641, 51.94414947, 553.0
TRAF2, 37.01812698, -76.58939912, 656.36590000, 134.95102071, 25.85214852, 0.00000000, 553.0
TRAF1, 37.02293057, -76.59297642, 656.36590000, 128.55893243, 26.38695916, 0.00000000, 553.0
TRAF3, 37.01801588, -76.59321383, 705.54188783, -41.68805158, 27.53526641, 51.94414947, 554.0
TRAF2, 37.01804242, -76.58929303, 656.36590000, 134.95108458, 25.85214852, 0.00000000, 554.0
TRAF1, 37.02285442, -76.59285677, 656.36590000, 128.55900447, 26.38695916, 0.00000000, 554.0
TRAF3, 37.01811108, -76.59332002, 706.40762366, -41.68811551, 27.53526641, 51.94414947, 555.0
TRAF2, 37.01833366, -76.58965842, 656.36590000, 134.95082826, 29.28239045, 0.00000000, 555.0
TRAF1, 37.02277666, -76.59272934, 656.36590000, 122.51253840, 29.99962385, 0.00000000, 555.0
TRAF3, 37.01820628, -76.59342620, 707.27335948, -41.68817944, 27.53526641, 51.94414947, 556.0
TRAF2, 37.01823788, -76.58953826, 656.36590000, 134.95090061, 29.28239045, 0.00000000, 556.0
TRAF1, 37.02277666, -76.59272934, 656.36590000, 122.51253840, 29.99962385, 0.00000000, 556.0
TRAF3, 37.01830147, -76.59353238, 708.13909531, -41.68824337, 27.53526641, 51.94414947, 557.0
TRAF2, 37.01814210, -76.58941810, 656.36590000, 134.95097296, 29.28239045, 0.00000000, 557.0
TRAF1, 37.02272032, -76.59257104, 656.36590000, 105.53551431, 29.99962385, 0.00000000, 557.0
TRAF3, 37.01839667, -76.59363857, 700.34044583, -41.68830730, 27.53526641, 61.99536845, 558.0
TRAF2, 37.01804633, -76.58929794, 656.36590000, 134.95104530, 29.28239045, 0.00000000, 558.0
TRAF1, 37.02270334, -76.59239902, 656.36590000, 88.55849021, 29.99962385, 0.00000000, 558.0
TRAF3, 37.01849187, -76.59374476, 701.37370198, -41.68837123, 27.53526641, 61.99536845, 559.0
TRAF2, 37.01795055, -76.58917778, 656.36590000, 134.95111764, 29.28239045, 0.00000000, 559.0
TRAF1, 37.02272721, -76.59222830, 656.36590000, 71.58146612, 29.99962385, 0.00000000, 559.0
TRAF3, 37.01858706, -76.59385094, 702.40695812, -41.68843516, 27.53526640, 61.99536845, 560.0
TRAF2, 37.01785477, -76.58905762, 656.36590000, 134.95118999, 29.28239045, 0.00000000, 560.0
TRAF1, 37.02278983, -76.59207374, 656.36590000, 54.60444202, 29.99962385, 0.00000000, 560.0
TRAF3, 37.01868226, -76.59395713, 703.44021426, -41.68849911, 27.53526641, 61.99536845, 561.0
TRAF2, 37.01775899, -76.58893746, 656.36590000, 134.95126233, 29.28239045, 0.00000000, 561.0
TRAF1, 37.02288575, -76.59194882, 656.36590000, 37.62741793, 29.99962385, 0.00000000, 561.0
TRAF3, 37.01879080, -76.59407196, 704.47347040, -35.50375032, 34.99995923, 61.99536845, 562.0
TRAF2, 37.01766321, -76.58881730, 656.36590000, 134.95133468, 29.28239045, 0.00000000, 562.0
TRAF1, 37.02300662, -76.59186442, 656.36590000, 20.65039383, 29.99962385, 0.00000000, 562.0
TRAF3, 37.01879080, -76.59407196, 704.47347040, -35.50375032, 34.99995923, 61.99536845, 563.0
TRAF2, 37.01756743, -76.58869714, 656.36590000, 134.95140702, 29.28239045, 0.00000000, 563.0
TRAF1, 37.02314189, -76.59182790, 656.36590000, 3.67336974, 29.99962385, 0.00000000, 563.0
TRAF3, 37.01893318, -76.59416769, 705.50672654, -20.95218088, 34.99995923, 61.99536845, 564.0
TRAF2, 37.01747165, -76.58857698, 656.36590000, 134.95147936, 29.28239045, 0.00000000, 564.0
TRAF1, 37.02327978, -76.59184245, 656.36590000, -13.30365435, 29.99962385, 0.00000000, 564.0
TRAF3, 37.01909020, -76.59421555, 706.53998268, -6.40061145, 34.99995923, 61.99536845, 565.0
TRAF2, 37.01737588, -76.58845682, 656.36590000, 134.95155171, 29.28239045, 0.00000000, 565.0
TRAF1, 37.02353934, -76.59195150, 656.36590000, -19.03194996, 27.42369784, 0.00000000, 565.0
TRAF3, 37.01941098, -76.59424380, 708.60649496, -3.91491865, 34.70504617, 61.99536845, 566.0
TRAF2, 37.01728010, -76.58833666, 656.36590000, 134.95162405, 29.28239045, 0.00000000, 566.0
TRAF1, 37.02353934, -76.59195150, 656.36590000, -19.03194996, 27.42369784, 0.00000000, 566.0
TRAF3, 37.01957127, -76.59425754, 709.63975110, -3.91492693, 34.70504617, 61.99536845, 567.0
TRAF2, 37.01718432, -76.58821650, 656.36590000, 134.95169639, 29.28239045, 0.00000000, 567.0
TRAF1, 37.02376280, -76.59204805, 656.36590000, -19.03248079, 25.21632383, 0.00000000, 567.0
TRAF3, 37.01973157, -76.59427127, 710.67300724, -3.91493520, 34.70504617, 61.99536845, 568.0
TRAF2, 37.01708854, -76.58809634, 656.36590000, 134.95176873, 29.28239045, 0.00000000, 568.0
TRAF1, 37.02387317, -76.59209573, 656.36590000, -19.03250950, 25.21632383, 0.00000000, 568.0
TRAF3, 37.01989187, -76.59428501, 711.70626338, -3.91494347, 34.70504617, 61.99536845, 569.0
TRAF2, 37.01699276, -76.58797619, 656.36590000, 134.95184107, 29.28239045, 0.00000000, 569.0
TRAF1, 37.02398353, -76.59214342, 656.36590000, -19.03253822, 25.21632383, 0.00000000, 569.0
TRAF3, 37.02005216, -76.59429875, 712.73951953, -3.91495174, 34.70504617, 61.99536845, 570.0
TRAF2, 37.01689698, -76.58785603, 656.36590000, 134.95191341, 29.28239045, 0.00000000, 570.0
TRAF1, 37.02409389, -76.59219110, 656.36590000, -19.03256693, 25.21632383, 0.00000000, 570.0
TRAF3, 37.02021246, -76.59431249, 713.77277567, -3.91496002, 34.70504617, 61.99536845, 571.0
TRAF2, 37.01680120, -76.58773587, 656.36590000, 134.95198575, 29.28239045, 0.00000000, 571.0
TRAF1, 37.02420425, -76.59223879, 656.36590000, -19.03259564, 25.21632383, 0.00000000, 571.0
TRAF3, 37.02037276, -76.59432623, 714.80603181, -3.91496829, 34.70504617, 61.99536845, 572.0
TRAF2, 37.01670542, -76.58761572, 656.36590000, 134.95205809, 29.28239045, 0.00000000, 572.0
TRAF1, 37.02431461, -76.59228647, 656.36590000, -19.03262436, 25.21632383, 0.00000000, 572.0
TRAF3, 37.02053305, -76.59433997, 715.83928795, -3.91497656, 34.70504617, 61.99536845, 573.0
TRAF2, 37.01660964, -76.58749556, 656.36590000, 134.95213043, 29.28239045, 0.00000000, 573.0
TRAF1, 37.02442497, -76.59233416, 656.36590000, -19.03265307, 25.21632383, 0.00000000, 573.0
TRAF3, 37.02069335, -76.59435371, 716.87254409, -3.91498484, 34.70504617, 61.99536845, 574.0
TRAF2, 37.01651386, -76.58737540, 656.36590000, 134.95220277, 29.28239045, 0.00000000, 574.0
TRAF1, 37.02453533, -76.59238184, 656.36590000, -19.03268178, 25.21632383, 0.00000000, 574.0
TRAF3, 37.02085365, -76.59436745, 717.90580023, -3.91499311, 34.70504617, 61.99536845, 575.0
TRAF2, 37.01641808, -76.58725525, 656.36590000, 134.95227511, 29.28239045, 0.00000000, 575.0
TRAF1, 37.02464569, -76.59242953, 656.36590000, -19.03271050, 25.21632383, 0.00000000, 575.0
TRAF3, 37.02101394, -76.59438119, 718.93905637, -3.91500138, 34.70504617, 61.99536845, 576.0
TRAF2, 37.01632230, -76.58713509, 656.36590000, 134.95234745, 29.28239045, 0.00000000, 576.0
TRAF1, 37.02475605, -76.59247721, 656.36590000, -19.03273921, 25.21632383, 0.00000000, 576.0
TRAF3, 37.02117424, -76.59439493, 719.97231251, -3.91500965, 34.70504617, 61.99536845, 577.0
TRAF2, 37.01622652, -76.58701494, 656.36590000, 134.95241979, 29.28239045, 0.00000000, 577.0
TRAF1, 37.02411852, -76.59220175, 656.36590000, -19.03255315, 29.41572401, 0.00000000, 577.0
TRAF3, 37.02133454, -76.59440867, 753.78190000, -3.91501793, 34.70504617, 0.00000000, 578.0
TRAF2, 37.01613074, -76.58689478, 656.36590000, 134.95249213, 29.28239045, 0.00000000, 578.0
TRAF1, 37.02424726, -76.59225737, 656.36590000, -19.03258665, 29.41572401, 0.00000000, 578.0
TRAF3, 37.02149483, -76.59442241, 753.78190000, -3.91502620, 34.70504617, 0.00000000, 579.0
TRAF2, 37.01603496, -76.58677463, 656.36590000, 134.95256447, 29.28239045, 0.00000000, 579.0
TRAF1, 37.02437600, -76.59231300, 656.36590000, -19.03262014, 29.41572401, 0.00000000, 579.0
TRAF3, 37.02165513, -76.59443615, 753.78190000, -3.91503446, 34.70504617, 0.00000000, 580.0
TRAF2, 37.01593918, -76.58665447, 656.36590000, 134.95263680, 29.28239045, 0.00000000, 580.0
TRAF1, 37.02450474, -76.59236863, 656.36590000, -19.03265364, 29.41572401, 0.00000000, 580.0
TRAF3, 37.02181543, -76.59444989, 753.78190000, -3.91504273, 34.70504617, 0.00000000, 581.0
TRAF2, 37.01584340, -76.58653432, 656.36590000, 134.95270914, 29.28239045, 0.00000000, 581.0
TRAF1, 37.02463348, -76.59242425, 656.36590000, -19.03268713, 29.41572401, 0.00000000, 581.0
TRAF3, 37.02197572, -76.59446363, 753.78190000, -3.91505101, 34.70504617, 0.00000000, 582.0
TRAF2, 37.01574761, -76.58641416, 656.36590000, 134.95278148, 29.28239045, 0.00000000, 582.0
TRAF1, 37.02476222, -76.59247988, 656.36590000, -19.03272063, 29.41572401, 0.00000000, 582.0
TRAF3, 37.02213625, -76.59447682, 753.78190000, -1.75396382, 35.00003618, 0.00000000, 583.0
TRAF2, 37.01565183, -76.58629401, 656.36590000, 134.95285381, 29.28239045, 0.00000000, 583.0
TRAF1, 37.02489095, -76.59253550, 656.36590000, -19.03275413, 29.41572401, 0.00000000, 583.0
TRAF3, 37.02213625, -76.59447682, 753.78190000, -1.75396382, 35.00003618, 0.00000000, 584.0
TRAF2, 37.01555605, -76.58617386, 656.36590000, 134.95292615, 29.28239045, 0.00000000, 584.0
TRAF1, 37.02501969, -76.59259113, 656.36590000, -19.03278762, 29.41572401, 0.00000000, 584.0
TRAF3, 37.02229710, -76.59445735, 753.78190000, 12.79757362, 35.00003618, 0.00000000, 585.0
TRAF2, 37.01546027, -76.58605371, 656.36590000, 134.95299849, 29.28239045, 0.00000000, 585.0
TRAF1, 37.02514843, -76.59264676, 656.36590000, -19.03282112, 29.41572401, 0.00000000, 585.0
TRAF3, 37.02244888, -76.59438787, 753.78190000, 27.34911106, 35.00003618, 0.00000000, 586.0
TRAF2, 37.01536449, -76.58593355, 656.36590000, 134.95307082, 29.28239045, 0.00000000, 586.0
TRAF1, 37.02527717, -76.59270238, 656.36590000, -19.03285462, 29.41572401, 0.00000000, 586.0
TRAF3, 37.02258186, -76.59427287, 753.78190000, 41.90064849, 35.00003618, 0.00000000, 587.0
TRAF2, 37.01526871, -76.58581340, 656.36590000, 134.95314315, 29.28239045, 0.00000000, 587.0
TRAF1, 37.02540591, -76.59275801, 656.36590000, -19.03288811, 29.41572401, 0.00000000, 587.0
TRAF3, 37.02280789, -76.59399368, 753.78190000, 44.74307441, 34.20853984, 0.00000000, 588.0
TRAF2, 37.01517293, -76.58569325, 656.36590000, 134.95321550, 29.28239045, 0.00000000, 588.0
TRAF1, 37.02553465, -76.59281364, 656.36590000, -19.03292161, 29.41572401, 0.00000000, 588.0
TRAF3, 37.02292038, -76.59385404, 753.78190000, 44.74315849, 34.20853984, 0.00000000, 589.0
TRAF2, 37.01507986, -76.58556720, 656.36590000, 126.37084102, 30.00001455, 0.00000000, 589.0
TRAF1, 37.02566339, -76.59286927, 656.36590000, -19.03295511, 29.41572401, 0.00000000, 589.0
TRAF3, 37.02303287, -76.59371441, 753.78190000, 44.74324257, 34.20853984, 0.00000000, 590.0
TRAF2, 37.01507986, -76.58556720, 656.36590000, 126.37084102, 30.00001455, 0.00000000, 590.0
TRAF1, 37.02579213, -76.59292489, 656.36590000, -19.03298860, 29.41572401, 0.00000000, 590.0
TRAF3, 37.02314535, -76.59357477, 753.78190000, 44.74332665, 34.20853984, 0.00000000, 591.0
TRAF2, 37.01501514, -76.58541401, 656.36590000, 109.39403802, 30.00001455, 0.00000000, 591.0
TRAF1, 37.02592087, -76.59298052, 656.36590000, -19.03302210, 29.41572401, 0.00000000, 591.0
TRAF3, 37.02325784, -76.59343514, 753.78190000, 44.74341073, 34.20853984, 0.00000000, 592.0
TRAF2, 37.01498896, -76.58524383, 656.36590000, 92.41723503, 30.00001455, 0.00000000, 592.0
TRAF1, 37.02604961, -76.59303615, 656.36590000, -19.03305560, 29.41572401, 0.00000000, 592.0
TRAF3, 37.02337033, -76.59329550, 753.78190000, 44.74349481, 34.20853984, 0.00000000, 593.0
TRAF2, 37.01500360, -76.58507150, 656.36590000, 75.44043203, 30.00001455, 0.00000000, 593.0
TRAF1, 37.02617834, -76.59309178, 656.36590000, -19.03308910, 29.41572401, 0.00000000, 593.0
TRAF3, 37.02348281, -76.59315587, 753.78190000, 44.74357889, 34.20853984, 0.00000000, 594.0
TRAF2, 37.01505777, -76.58491202, 656.36590000, 58.46362903, 30.00001455, 0.00000000, 594.0
TRAF1, 37.02630708, -76.59314741, 656.36590000, -19.03312260, 29.41572401, 0.00000000, 594.0
TRAF3, 37.02359530, -76.59301623, 753.78190000, 44.74366297, 34.20853984, 0.00000000, 595.0
TRAF2, 37.01514677, -76.58477931, 656.36590000, 41.48682604, 30.00001455, 0.00000000, 595.0
TRAF1, 37.02643582, -76.59320304, 656.36590000, -19.03315609, 29.41572401, 0.00000000, 595.0
TRAF3, 37.02370779, -76.59287659, 753.78190000, 44.74374705, 34.20853984, 0.00000000, 596.0
TRAF2, 37.01536504, -76.58460479, 656.36590000, 30.73475712, 27.08744650, 0.00000000, 596.0
TRAF1, 37.02656456, -76.59325866, 656.36590000, -19.03318959, 29.41572401, 0.00000000, 596.0
TRAF3, 37.02382027, -76.59273695, 753.78190000, 44.74383113, 34.20853984, 0.00000000, 597.0
TRAF2, 37.01547283, -76.58452452, 656.36590000, 30.73480545, 27.08744650, 0.00000000, 597.0
TRAF1, 37.02669330, -76.59331429, 656.36590000, -19.03322309, 29.41572401, 0.00000000, 597.0
TRAF3, 37.02393276, -76.59259732, 753.78190000, 44.74391522, 34.20853984, 0.00000000, 598.0
TRAF2, 37.01558063, -76.58444425, 656.36590000, 30.73485377, 27.08744650, 0.00000000, 598.0
TRAF1, 37.02682204, -76.59336992, 656.36590000, -19.03325659, 29.41572401, 0.00000000, 598.0
TRAF3, 37.02404524, -76.59245768, 753.78190000, 44.74399930, 34.20853984, 0.00000000, 599.0
TRAF2, 37.01568842, -76.58436399, 656.36590000, 30.73490209, 27.08744650, 0.00000000, 599.0
TRAF1, 37.02695078, -76.59342555, 656.36590000, -19.03329009, 29.41572401, 0.00000000, 599.0
TRAF3, 37.02415773, -76.59231804, 753.78190000, 44.74408338, 34.20853984, 0.00000000, 600.0
TRAF2, 37.01579621, -76.58428372, 656.36590000, 30.73495042, 27.08744650, 0.00000000, 600.0
TRAF1, 37.02707951, -76.59348118, 656.36590000, -19.03332359, 29.41572401, 0.00000000, 600.0
TRAF3, 37.02427022, -76.59217840, 753.78190000, 44.74416747, 34.20853984, 0.00000000, 601.0
TRAF2, 37.01590400, -76.58420345, 656.36590000, 30.73499874, 27.08744650, 0.00000000, 601.0
TRAF1, 37.02720825, -76.59353681, 656.36590000, -19.03335709, 29.41572401, 0.00000000, 601.0
TRAF3, 37.02438270, -76.59203876, 753.78190000, 44.74425155, 34.20853984, 0.00000000, 602.0
TRAF2, 37.01601179, -76.58412319, 656.36590000, 30.73504706, 27.08744650, 0.00000000, 602.0
TRAF1, 37.02733699, -76.59359244, 656.36590000, -19.03339059, 29.41572401, 0.00000000, 602.0
TRAF3, 37.02449519, -76.59189912, 753.78190000, 44.74433564, 34.20853983, 0.00000000, 603.0
TRAF2, 37.01611958, -76.58404292, 656.36590000, 30.73509539, 27.08744650, 0.00000000, 603.0
TRAF1, 37.02746573, -76.59364807, 656.36590000, -19.03342409, 29.41572401, 0.00000000, 603.0
TRAF3, 37.02460767, -76.59175948, 753.78190000, 44.74441972, 34.20853984, 0.00000000, 604.0
TRAF2, 37.01622737, -76.58396265, 656.36590000, 30.73514371, 27.08744650, 0.00000000, 604.0
TRAF1, 37.02759447, -76.59370370, 656.36590000, -19.03345759, 29.41572401, 0.00000000, 604.0
TRAF3, 37.02472016, -76.59161984, 753.78190000, 44.74450381, 34.20853984, 0.00000000, 605.0
TRAF2, 37.01633516, -76.58388239, 656.36590000, 30.73519204, 27.08744650, 0.00000000, 605.0
TRAF1, 37.02772321, -76.59375933, 656.36590000, -19.03349109, 29.41572401, 0.00000000, 605.0
TRAF3, 37.02483264, -76.59148020, 753.78190000, 44.74458789, 34.20853983, 0.00000000, 606.0
TRAF2, 37.01644295, -76.58380212, 656.36590000, 30.73524036, 27.08744650, 0.00000000, 606.0
TRAF1, 37.02785195, -76.59381496, 656.36590000, -19.03352459, 29.41572401, 0.00000000, 606.0
TRAF3, 37.02494513, -76.59134056, 753.78190000, 44.74467199, 34.20853984, 0.00000000, 607.0
TRAF2, 37.01655074, -76.58372185, 656.36590000, 30.73528868, 27.08744649, 0.00000000, 607.0
TRAF1, 37.02798068, -76.59387059, 656.36590000, -19.03355809, 29.41572401, 0.00000000, 607.0
TRAF3, 37.02505159, -76.59118977, 753.78190000, 55.18418927, 34.99997803, 0.00000000, 608.0
TRAF2, 37.01665853, -76.58364158, 656.36590000, 30.73533701, 27.08744650, 0.00000000, 608.0
