name, lat (degrees), lon (degrees), alt (feet), trk (degrees), gs (knots), vs (f/m), time (s)
TRAF2, 37.01952100, -76.58317217, 656.36590000, -84.49476854, 25.76286904, 0.00000000, 172.0
TRAF1, 37.02734283, -76.59955480, 656.36590000, -179.96413461, 29.99947051, 0.00000000, 172.0
TRAF3, 37.02090010, -76.59437143, 718.20523786, -3.91499550, 34.70504617, 61.99536845, 173.0
TRAF2, 37.01953244, -76.58332087, 656.36590000, -84.49485807, 25.76286904, 0.00000000, 173.0
TRAF1, 37.02720596, -76.59952932, 656.36590000, 163.05875451, 29.99947051, 0.00000000, 173.0
TRAF3, 37.02106040, -76.59438517, 719.23849400, -3.91500377, 34.70504617, 61.99536845, 174.0
TRAF2, 37.01954388, -76.58346956, 656.36590000, -84.49494760, 25.76286904, 0.00000000, 174.0
TRAF1, 37.02708099, -76.59945489, 656.36590000, 146.08164364, 29.99947051, 0.00000000, 174.0
TRAF3, 37.02122069, -76.59439891, 720.27175014, -3.91501204, 34.70504617, 61.99536845, 175.0
TRAF2, 37.01955533, -76.58361826, 656.36590000, -84.49503712, 25.76286904, 0.00000000, 175.0
TRAF1, 37.02697881, -76.59933800, 656.36590000, 129.10453277, 29.99947051, 0.00000000, 175.0
TRAF3, 37.02138099, -76.59441265, 753.78190000, -3.91502032, 34.70504617, 0.00000000, 176.0
TRAF2, 37.01956677, -76.58376695, 656.36590000, -84.49512665, 25.76286904, 0.00000000, 176.0
TRAF1, 37.02681092, -76.59907419, 656.36590000, 128.55470307, 26.23769027, 0.00000000, 176.0
TRAF3, 37.02154129, -76.59442639, 753.78190000, -3.91502860, 34.70504617, 0.00000000, 177.0
TRAF2, 37.01957821, -76.58391564, 656.36590000, -84.49521618, 25.76286904, 0.00000000, 177.0
TRAF1, 37.02681092, -76.59907419, 656.36590000, 128.55470307, 26.23769027, 0.00000000, 177.0
TRAF3, 37.02170158, -76.59444013, 753.78190000, -3.91503687, 34.70504617, 0.00000000, 178.0
TRAF2, 37.01958965, -76.58406434, 656.36590000, -84.49530570, 25.76286904, 0.00000000, 178.0
TRAF1, 37.02666516, -76.59884512, 656.36590000, 128.55541920, 25.18538349, 0.00000000, 178.0
TRAF3, 37.02186188, -76.59445387, 753.78190000, -3.91504515, 34.70504617, 0.00000000, 179.0
TRAF2, 37.01960109, -76.58421303, 656.36590000, -84.49539523, 25.76286904, 0.00000000, 179.0
TRAF1, 37.02659249, -76.59873091, 656.36590000, 128.55548798, 25.18538349, 0.00000000, 179.0
TRAF3, 37.02202218, -76.59446761, 753.78190000, -3.91505342, 34.70504617, 0.00000000, 180.0
TRAF2, 37.01961253, -76.58436173, 656.36590000, -84.49548476, 25.76286904, 0.00000000, 180.0
TRAF1, 37.02651982, -76.59861670, 656.36590000, 128.55555675, 25.18538349, 0.00000000, 180.0
TRAF3, 37.02218319, -76.59447646, 753.78190000, 2.46307173, 35.00003618, 0.00000000, 181.0
TRAF2, 37.01962397, -76.58451043, 656.36590000, -84.49557429, 25.76286904, 0.00000000, 181.0
TRAF1, 37.02644714, -76.59850249, 656.36590000, 128.55562553, 25.18538349, 0.00000000, 181.0
TRAF3, 37.02218319, -76.59447646, 753.78190000, 2.46307173, 35.00003618, 0.00000000, 182.0
TRAF2, 37.01963542, -76.58465912, 656.36590000, -84.49566382, 25.76286904, 0.00000000, 182.0
TRAF1, 37.02637447, -76.59838828, 656.36590000, 128.55569431, 25.18538349, 0.00000000, 182.0
TRAF3, 37.02234247, -76.59444222, 753.78190000, 17.01460917, 35.00003618, 0.00000000, 183.0
TRAF2, 37.01964686, -76.58480782, 656.36590000, -84.49575334, 25.76286904, 0.00000000, 183.0
TRAF1, 37.02630180, -76.59827407, 656.36590000, 128.55576308, 25.18538349, 0.00000000, 183.0
TRAF3, 37.02248976, -76.59435896, 753.78190000, 31.56614660, 35.00003618, 0.00000000, 184.0
TRAF2, 37.01965830, -76.58495651, 656.36590000, -84.49584287, 25.76286904, 0.00000000, 184.0
TRAF1, 37.02622912, -76.59815986, 656.36590000, 128.55583186, 25.18538349, 0.00000000, 184.0
TRAF3, 37.02272800, -76.59409285, 753.78190000, 44.74301470, 34.20853984, 0.00000000, 185.0
TRAF2, 37.01966974, -76.58510521, 656.36590000, -84.49593240, 25.76286904, 0.00000000, 185.0
TRAF1, 37.02615645, -76.59804565, 656.36590000, 128.55590063, 25.18538349, 0.00000000, 185.0
TRAF3, 37.02284049, -76.59395321, 753.78190000, 44.74309878, 34.20853984, 0.00000000, 186.0
TRAF2, 37.01968118, -76.58525390, 656.36590000, -84.49602193, 25.76286904, 0.00000000, 186.0
TRAF1, 37.02608378, -76.59793144, 656.36590000, 128.55596941, 25.18538349, 0.00000000, 186.0
TRAF3, 37.02295298, -76.59381358, 753.78190000, 44.74318285, 34.20853984, 0.00000000, 187.0
TRAF2, 37.01969262, -76.58540260, 656.36590000, -84.49611145, 25.76286904, 0.00000000, 187.0
TRAF1, 37.02601110, -76.59781723, 656.36590000, 128.55603818, 25.18538349, 0.00000000, 187.0
TRAF3, 37.02306546, -76.59367394, 753.78190000, 44.74326693, 34.20853984, 0.00000000, 188.0
TRAF2, 37.01970406, -76.58555129, 656.36590000, -84.49620098, 25.76286904, 0.00000000, 188.0
TRAF1, 37.02593843, -76.59770302, 656.36590000, 128.55610695, 25.18538349, 0.00000000, 188.0
TRAF3, 37.02317795, -76.59353431, 753.78190000, 44.74335101, 34.20853984, 0.00000000, 189.0
TRAF2, 37.01971550, -76.58569999, 656.36590000, -84.49629051, 25.76286904, 0.00000000, 189.0
TRAF1, 37.02586576, -76.59758881, 656.36590000, 128.55617573, 25.18538349, 0.00000000, 189.0
TRAF3, 37.02329044, -76.59339467, 753.78190000, 44.74343509, 34.20853984, 0.00000000, 190.0
TRAF2, 37.01972694, -76.58584868, 656.36590000, -84.49638004, 25.76286904, 0.00000000, 190.0
TRAF1, 37.02579308, -76.59747460, 656.36590000, 128.55624450, 25.18538349, 0.00000000, 190.0
TRAF3, 37.02340293, -76.59325504, 753.78190000, 44.74351917, 34.20853984, 0.00000000, 191.0
TRAF2, 37.01973837, -76.58599738, 656.36590000, -84.49646957, 25.76286904, 0.00000000, 191.0
TRAF1, 37.02572041, -76.59736039, 656.36590000, 128.55631328, 25.18538349, 0.00000000, 191.0
TRAF3, 37.02351541, -76.59311540, 753.78190000, 44.74360325, 34.20853984, 0.00000000, 192.0
TRAF2, 37.01974981, -76.58614607, 656.36590000, -84.49655909, 25.76286904, 0.00000000, 192.0
TRAF1, 37.02564773, -76.59724619, 656.36590000, 128.55638205, 25.18538349, 0.00000000, 192.0
TRAF3, 37.02362790, -76.59297576, 753.78190000, 44.74368734, 34.20853984, 0.00000000, 193.0
TRAF2, 37.01976125, -76.58629477, 656.36590000, -84.49664862, 25.76286904, 0.00000000, 193.0
TRAF1, 37.02557506, -76.59713198, 656.36590000, 128.55645082, 25.18538349, 0.00000000, 193.0
TRAF3, 37.02374039, -76.59283612, 753.78190000, 44.74377142, 34.20853984, 0.00000000, 194.0
TRAF2, 37.01977269, -76.58644347, 656.36590000, -84.49673815, 25.76286904, 0.00000000, 194.0
TRAF1, 37.02550238, -76.59701777, 656.36590000, 128.55651959, 25.18538349, 0.00000000, 194.0
TRAF3, 37.02385287, -76.59269649, 753.78190000, 44.74385550, 34.20853984, 0.00000000, 195.0
TRAF2, 37.01978413, -76.58659216, 656.36590000, -84.49682768, 25.76286904, 0.00000000, 195.0
TRAF1, 37.02542971, -76.59690356, 656.36590000, 128.55658837, 25.18538349, 0.00000000, 195.0
TRAF3, 37.02396536, -76.59255685, 753.78190000, 44.74393958, 34.20853984, 0.00000000, 196.0
TRAF2, 37.01979557, -76.58674086, 656.36590000, -84.49691721, 25.76286904, 0.00000000, 196.0
TRAF1, 37.02535704, -76.59678936, 656.36590000, 128.55665714, 25.18538349, 0.00000000, 196.0
TRAF3, 37.02407784, -76.59241721, 753.78190000, 44.74402367, 34.20853984, 0.00000000, 197.0
TRAF2, 37.01980701, -76.58688955, 656.36590000, -84.49700674, 25.76286904, 0.00000000, 197.0
TRAF1, 37.02528436, -76.59667515, 656.36590000, 128.55672591, 25.18538349, 0.00000000, 197.0
TRAF3, 37.02419033, -76.59227757, 753.78190000, 44.74410775, 34.20853984, 0.00000000, 198.0
TRAF2, 37.01981844, -76.58703825, 656.36590000, -84.49709626, 25.76286904, 0.00000000, 198.0
TRAF1, 37.02521169, -76.59656094, 656.36590000, 128.55679468, 25.18538349, 0.00000000, 198.0
TRAF3, 37.02430281, -76.59213793, 753.78190000, 44.74419183, 34.20853983, 0.00000000, 199.0
TRAF2, 37.01982988, -76.58718694, 656.36590000, -84.49718579, 25.76286904, 0.00000000, 199.0
TRAF1, 37.02513901, -76.59644673, 656.36590000, 128.55686345, 25.18538349, 0.00000000, 199.0
TRAF3, 37.02441530, -76.59199829, 753.78190000, 44.74427592, 34.20853984, 0.00000000, 200.0
TRAF2, 37.01984132, -76.58733564, 656.36590000, -84.49727532, 25.76286904, 0.00000000, 200.0
TRAF1, 37.02506634, -76.59633253, 656.36590000, 128.55693222, 25.18538349, 0.00000000, 200.0
TRAF3, 37.02452778, -76.59185865, 753.78190000, 44.74436000, 34.20853983, 0.00000000, 201.0
TRAF2, 37.01985276, -76.58748434, 656.36590000, -84.49736485, 25.76286904, 0.00000000, 201.0
TRAF1, 37.02499366, -76.59621832, 656.36590000, 128.55700100, 25.18538349, 0.00000000, 201.0
TRAF3, 37.02464027, -76.59171901, 753.78190000, 44.74444409, 34.20853984, 0.00000000, 202.0
TRAF2, 37.01986419, -76.58763303, 656.36590000, -84.49745438, 25.76286904, 0.00000000, 202.0
TRAF1, 37.02492098, -76.59610412, 656.36590000, 128.55706977, 25.18538349, 0.00000000, 202.0
TRAF3, 37.02475275, -76.59157937, 753.78190000, 44.74452818, 34.20853983, 0.00000000, 203.0
TRAF2, 37.01987563, -76.58778173, 656.36590000, -84.49754391, 25.76286904, 0.00000000, 203.0
TRAF1, 37.02484831, -76.59598991, 656.36590000, 128.55713854, 25.18538349, 0.00000000, 203.0
TRAF3, 37.02486524, -76.59143973, 753.78190000, 44.74461226, 34.20853984, 0.00000000, 204.0
TRAF2, 37.01987681, -76.58779708, 656.36590000, -84.49752493, 27.17101152, 0.00000000, 204.0
TRAF1, 37.02477563, -76.59587570, 656.36590000, 128.55720731, 25.18538349, 0.00000000, 204.0
TRAF3, 37.02497774, -76.59130006, 753.78190000, 44.84967021, 34.99997803, 0.00000000, 205.0
TRAF2, 37.01988887, -76.58795390, 656.36590000, -84.49761935, 27.17101152, 0.00000000, 205.0
TRAF1, 37.02470296, -76.59576150, 656.36590000, 128.55727608, 25.18538349, 0.00000000, 205.0
TRAF3, 37.02497774, -76.59130006, 753.78190000, 44.84967021, 34.99997803, 0.00000000, 206.0
TRAF2, 37.01990093, -76.58811072, 656.36590000, -84.49771378, 27.17101152, 0.00000000, 206.0
TRAF1, 37.02463028, -76.59564729, 656.36590000, 128.55734485, 25.18538349, 0.00000000, 206.0
TRAF3, 37.02507695, -76.59114029, 753.78190000, 59.40123183, 34.99997803, 0.00000000, 207.0
TRAF2, 37.01991299, -76.58826755, 656.36590000, -84.49780820, 27.17101152, 0.00000000, 207.0
TRAF1, 37.02455761, -76.59553309, 656.36590000, 128.55741362, 25.18538349, 0.00000000, 207.0
TRAF3, 37.02514093, -76.59095441, 753.73100497, 73.95279344, 34.99997803, -49.03559518, 208.0
TRAF2, 37.01992506, -76.58842437, 656.36590000, -84.49790262, 27.17101152, 0.00000000, 208.0
TRAF1, 37.02448493, -76.59541888, 656.36590000, 128.55748238, 25.18538349, 0.00000000, 208.0
TRAF3, 37.02516558, -76.59075436, 749.63339745, 88.50435506, 34.99997803, -437.91371005, 209.0
TRAF2, 37.01993712, -76.58858120, 656.36590000, -84.49799704, 27.17101152, 0.00000000, 209.0
TRAF1, 37.02441225, -76.59530468, 656.36590000, 128.55755115, 25.18538349, 0.00000000, 209.0
TRAF3, 37.02514930, -76.59055298, 742.33483562, 103.05591667, 34.99997803, -437.91371005, 210.0
TRAF2, 37.01994918, -76.58873802, 656.36590000, -84.49809147, 27.17101152, 0.00000000, 210.0
TRAF1, 37.02433958, -76.59519048, 656.36590000, 128.55761992, 25.18538349, 0.00000000, 210.0
TRAF3, 37.02502320, -76.59018031, 727.73771195, 115.72155760, 34.49612330, -437.91371005, 211.0
TRAF2, 37.01996124, -76.58889484, 656.36590000, -84.49818589, 27.17101152, 0.00000000, 211.0
TRAF1, 37.02426690, -76.59507627, 656.36590000, 128.55768869, 25.18538349, 0.00000000, 211.0
TRAF3, 37.02502320, -76.59018031, 727.73771195, 115.72155760, 34.49612330, -437.91371005, 212.0
TRAF2, 37.01997330, -76.58905167, 656.36590000, -84.49828031, 27.17101152, 0.00000000, 212.0
TRAF1, 37.02419422, -76.59496207, 656.36590000, 128.55775746, 25.18538349, 0.00000000, 212.0
TRAF3, 37.02495780, -76.59001025, 720.43915012, 115.72155760, 30.60843432, -437.91371005, 213.0
TRAF2, 37.01998536, -76.58920849, 656.36590000, -84.49837473, 27.17101152, 0.00000000, 213.0
TRAF1, 37.02412155, -76.59484786, 656.36590000, 128.55782623, 25.18538349, 0.00000000, 213.0
TRAF3, 37.02483571, -76.58969282, 705.84202645, 115.72241629, 30.37668281, -437.91371005, 214.0
TRAF2, 37.01999742, -76.58936532, 656.36590000, -84.49846916, 27.17101152, 0.00000000, 214.0
TRAF1, 37.02404887, -76.59473366, 656.36590000, 128.55789499, 25.18538349, 0.00000000, 214.0
TRAF3, 37.02477468, -76.58953413, 698.54346461, 115.72251185, 30.37668281, -437.91371005, 215.0
TRAF2, 37.02000948, -76.58952214, 656.36590000, -84.49856358, 27.17101152, 0.00000000, 215.0
TRAF1, 37.02397619, -76.59461946, 656.36590000, 128.55796376, 25.18538349, 0.00000000, 215.0
TRAF3, 37.02471364, -76.58937543, 691.24490278, 115.72260741, 30.37668281, -437.91371005, 216.0
TRAF2, 37.02002154, -76.58967896, 656.36590000, -84.49865800, 27.17101152, 0.00000000, 216.0
TRAF1, 37.02390352, -76.59450525, 656.36590000, 128.55803253, 25.18538349, 0.00000000, 216.0
TRAF3, 37.02465260, -76.58921674, 683.94634095, 115.72270296, 30.37668281, -437.91371005, 217.0
TRAF2, 37.02003360, -76.58983579, 656.36590000, -84.49875242, 27.17101152, 0.00000000, 217.0
TRAF1, 37.02383084, -76.59439105, 656.36590000, 128.55810130, 25.18538349, 0.00000000, 217.0
TRAF3, 37.02459157, -76.58905805, 676.64777911, 115.72279851, 30.37668281, -437.91371005, 218.0
TRAF2, 37.02004566, -76.58999261, 656.36590000, -84.49884685, 27.17101152, 0.00000000, 218.0
TRAF1, 37.02380362, -76.59434828, 656.36590000, 128.55810638, 26.38695916, 0.00000000, 218.0
TRAF3, 37.02452848, -76.58889566, 669.34921728, 118.13989174, 35.00010080, -437.91371005, 219.0
TRAF2, 37.02005772, -76.59014944, 656.36590000, -84.49894127, 27.17101151, 0.00000000, 219.0
TRAF1, 37.02372747, -76.59422863, 656.36590000, 128.55817843, 26.38695916, 0.00000000, 219.0
TRAF3, 37.02452848, -76.58889566, 669.34921728, 118.13989174, 35.00010080, -437.91371005, 220.0
TRAF2, 37.02006978, -76.59030626, 656.36590000, -84.49903571, 27.17101152, 0.00000000, 220.0
TRAF1, 37.02365133, -76.59410897, 656.36590000, 128.55825048, 26.38695916, 0.00000000, 220.0
TRAF3, 37.02443483, -76.58873070, 662.05065544, 132.69140232, 35.00010080, -437.91371005, 221.0
TRAF2, 37.02007536, -76.59047310, 656.36590000, -94.56533777, 29.99998901, 0.00000000, 221.0
TRAF1, 37.02357518, -76.59398932, 656.36590000, 128.55832252, 26.38695916, 0.00000000, 221.0
TRAF3, 37.02431109, -76.58860050, 654.75267739, 147.24291289, 35.00010080, -432.66204476, 222.0
TRAF2, 37.02007536, -76.59047310, 656.36590000, -94.56533777, 29.99998901, 0.00000000, 222.0
TRAF1, 37.02349904, -76.59386967, 656.36590000, 128.55839457, 26.38695916, 0.00000000, 222.0
TRAF3, 37.02416521, -76.58851342, 650.82248320, 161.79442347, 35.00010080, -38.96125735, 223.0
TRAF2, 37.02004410, -76.59064194, 656.36590000, -111.54215522, 29.99998901, 0.00000000, 223.0
TRAF1, 37.02342289, -76.59375002, 656.36590000, 128.55846662, 26.38695916, 0.00000000, 223.0
TRAF3, 37.02400654, -76.58847505, 651.91693946, 176.34593404, 35.00010080, 85.26678589, 224.0
TRAF2, 37.01997484, -76.59079199, 656.36590000, -128.51897266, 29.99998901, 0.00000000, 224.0
TRAF1, 37.02334675, -76.59363037, 656.36590000, 128.55853866, 26.38695916, 0.00000000, 224.0
TRAF3, 37.02384526, -76.58848783, 653.33805256, -169.10255539, 35.00010080, 85.26678589, 225.0
TRAF2, 37.01987363, -76.59091018, 656.36590000, -145.49579011, 29.99998901, 0.00000000, 225.0
TRAF1, 37.02327060, -76.59351072, 656.36590000, 128.55861071, 26.38695916, 0.00000000, 225.0
TRAF3, 37.02354395, -76.58860243, 656.18027875, -162.28850248, 33.72600609, 85.26678589, 226.0
TRAF2, 37.01974927, -76.59098620, 656.36590000, -162.47260755, 29.99998901, 0.00000000, 226.0
TRAF1, 37.02319446, -76.59339108, 656.36590000, 128.55868275, 26.38695916, 0.00000000, 226.0
TRAF3, 37.02339522, -76.58866192, 657.60139185, -162.28853830, 33.72600609, 85.26678589, 227.0
TRAF2, 37.01961260, -76.59101343, 656.36590000, -179.44942500, 29.99998901, 0.00000000, 227.0
TRAF1, 37.02311831, -76.59327143, 656.36590000, 128.55875480, 26.38695916, 0.00000000, 227.0
TRAF3, 37.02324648, -76.58872142, 659.02250495, -162.28857413, 33.72600609, 85.26678589, 228.0
TRAF2, 37.01947555, -76.59098949, 656.36590000, 163.57375755, 29.99998901, 0.00000000, 228.0
TRAF1, 37.02304217, -76.59315178, 656.36590000, 128.55882684, 26.38695916, 0.00000000, 228.0
TRAF3, 37.02309774, -76.58878092, 658.05545052, -162.28860995, 33.72600609, 65.76862264, 229.0
TRAF2, 37.01935005, -76.59091648, 656.36590000, 146.59694011, 29.99998901, 0.00000000, 229.0
TRAF1, 37.02296602, -76.59303213, 656.36590000, 128.55889889, 26.38695916, 0.00000000, 229.0
TRAF3, 37.02294900, -76.58884041, 659.15159423, -162.28864577, 33.72600609, 65.76862264, 230.0
TRAF2, 37.01914806, -76.59068018, 656.36590000, 134.94941844, 28.77958098, 0.00000000, 230.0
TRAF1, 37.02288988, -76.59291248, 656.36590000, 128.55897094, 26.38695916, 0.00000000, 230.0
TRAF3, 37.02280026, -76.58889991, 660.24773794, -162.28868160, 33.72600609, 65.76862264, 231.0
TRAF2, 37.01914806, -76.59068018, 656.36590000, 134.94941844, 28.77958098, 0.00000000, 231.0
TRAF1, 37.02281373, -76.59279283, 656.36590000, 128.55904294, 26.38695919, 0.00000000, 231.0
TRAF3, 37.02265153, -76.58895940, 661.34388165, -162.28871742, 33.72600609, 65.76862264, 232.0
TRAF2, 37.01897535, -76.59046348, 656.36590000, 134.95037989, 25.85214852, 0.00000000, 232.0
TRAF1, 37.02274188, -76.59264733, 656.36590000, 113.44001672, 29.99962385, 0.00000000, 232.0
TRAF3, 37.02250279, -76.58901890, 662.44002536, -162.28875325, 33.72600609, 65.76862264, 233.0
TRAF2, 37.01889079, -76.59035739, 656.36590000, 134.95044376, 25.85214852, 0.00000000, 233.0
TRAF1, 37.02274188, -76.59264733, 656.36590000, 113.44001672, 29.99962385, 0.00000000, 233.0
TRAF3, 37.02235405, -76.58907839, 663.53616907, -162.28878907, 33.72600609, 65.76862264, 234.0
TRAF2, 37.01880623, -76.59025131, 656.36590000, 134.95050763, 25.85214852, 0.00000000, 234.0
TRAF1, 37.02270618, -76.59247988, 656.36590000, 96.46299263, 29.99962385, 0.00000000, 234.0
TRAF3, 37.02220531, -76.58913789, 664.63231278, -162.28882489, 33.72600609, 65.76862264, 235.0
TRAF2, 37.01872167, -76.59014522, 656.36590000, 134.95057151, 25.85214852, 0.00000000, 235.0
TRAF1, 37.02271107, -76.59230666, 656.36590000, 79.48596853, 29.99962385, 0.00000000, 235.0
TRAF3, 37.02205657, -76.58919738, 665.72845649, -162.28886071, 33.72600609, 65.76862264, 236.0
TRAF2, 37.01863712, -76.59003913, 656.36590000, 134.95063538, 25.85214852, 0.00000000, 236.0
TRAF1, 37.02275612, -76.59214279, 656.36590000, 62.50894444, 29.99962385, 0.00000000, 236.0
TRAF3, 37.02190783, -76.58925687, 666.82460020, -162.28889654, 33.72600609, 65.76862264, 237.0
TRAF2, 37.01855256, -76.58993305, 656.36590000, 134.95069925, 25.85214852, 0.00000000, 237.0
TRAF1, 37.02283742, -76.59200253, 656.36590000, 45.53192035, 29.99962385, 0.00000000, 237.0
TRAF3, 37.02175910, -76.58931637, 667.92074391, -162.28893236, 33.72600609, 65.76862264, 238.0
TRAF2, 37.01846800, -76.58982696, 656.36590000, 134.95076312, 25.85214852, 0.00000000, 238.0
TRAF1, 37.02294787, -76.59189811, 656.36590000, 28.55489625, 29.99962385, 0.00000000, 238.0
TRAF3, 37.02161036, -76.58937586, 669.01688762, -162.28896818, 33.72600609, 65.76862264, 239.0
TRAF2, 37.01838344, -76.58972087, 656.36590000, 134.95082699, 25.85214852, 0.00000000, 239.0
TRAF1, 37.02307785, -76.59183864, 656.36590000, 11.57787216, 29.99962385, 0.00000000, 239.0
TRAF3, 37.02146162, -76.58943535, 670.11303133, -162.28900400, 33.72600609, 65.76862264, 240.0
TRAF2, 37.01829888, -76.58961479, 656.36590000, 134.95089086, 25.85214852, 0.00000000, 240.0
TRAF1, 37.02321603, -76.59182930, 656.36590000, -5.39915194, 29.99962385, 0.00000000, 240.0
TRAF3, 37.02131288, -76.58949485, 671.20917504, -162.28903993, 33.72600606, 65.76862264, 241.0
TRAF2, 37.01821433, -76.58950870, 656.36590000, 134.95095473, 25.85214852, 0.00000000, 241.0
TRAF1, 37.02348161, -76.59192656, 656.36590000, -19.03194996, 29.23380583, 0.00000000, 241.0
TRAF3, 37.02117275, -76.58954581, 672.30531875, -163.96284055, 31.30933382, 65.76862264, 242.0
TRAF2, 37.01812977, -76.58940262, 656.36590000, 134.95101860, 25.85214852, 0.00000000, 242.0
TRAF1, 37.02348161, -76.59192656, 656.36590000, -19.03194996, 29.23380583, 0.00000000, 242.0
TRAF3, 37.02103345, -76.58959597, 673.40146247, -163.96287075, 31.30933382, 65.76862264, 243.0
TRAF2, 37.01804521, -76.58929653, 656.36590000, 134.95108247, 25.85214852, 0.00000000, 243.0
TRAF1, 37.02360105, -76.59197816, 656.36590000, -19.03194996, 25.34611685, 0.00000000, 243.0
TRAF3, 37.02089414, -76.58964612, 674.49760618, -163.96290095, 31.30933382, 65.76862264, 244.0
TRAF2, 37.01833682, -76.58966239, 656.36590000, 134.95082588, 29.28239045, 0.00000000, 244.0
TRAF1, 37.02382178, -76.59207353, 656.36590000, -19.03249613, 25.21632383, 0.00000000, 244.0
TRAF3, 37.02075483, -76.58969627, 675.59374989, -163.96293115, 31.30933382, 65.76862264, 245.0
TRAF2, 37.01824104, -76.58954223, 656.36590000, 134.95089822, 29.28239045, 0.00000000, 245.0
TRAF1, 37.02393214, -76.59212122, 656.36590000, -19.03252485, 25.21632383, 0.00000000, 245.0
TRAF3, 37.02061552, -76.58974643, 676.68989360, -163.96296135, 31.30933382, 65.76862264, 246.0
TRAF2, 37.01814526, -76.58942206, 656.36590000, 134.95097057, 29.28239045, 0.00000000, 246.0
TRAF1, 37.02404250, -76.59216890, 656.36590000, -19.03255356, 25.21632383, 0.00000000, 246.0
TRAF3, 37.02047621, -76.58979658, 677.78603731, -163.96299155, 31.30933382, 65.76862264, 247.0
TRAF2, 37.01804949, -76.58930190, 656.36590000, 134.95104291, 29.28239045, 0.00000000, 247.0
TRAF1, 37.02415286, -76.59221658, 656.36590000, -19.03258227, 25.21632383, 0.00000000, 247.0
TRAF3, 37.02033690, -76.58984674, 678.88218102, -163.96302174, 31.30933382, 65.76862264, 248.0
TRAF2, 37.01795371, -76.58918174, 656.36590000, 134.95111526, 29.28239045, 0.00000000, 248.0
TRAF1, 37.02426322, -76.59226427, 656.36590000, -19.03261099, 25.21632383, 0.00000000, 248.0
TRAF3, 37.02019759, -76.58989689, 679.97832473, -163.96305194, 31.30933382, 65.76862264, 249.0
TRAF2, 37.01785793, -76.58906158, 656.36590000, 134.95118760, 29.28239045, 0.00000000, 249.0
TRAF1, 37.02437358, -76.59231195, 656.36590000, -19.03263970, 25.21632383, 0.00000000, 249.0
TRAF3, 37.02005828, -76.58994704, 681.07446844, -163.96308214, 31.30933382, 65.76862264, 250.0
TRAF2, 37.01776215, -76.58894142, 656.36590000, 134.95125995, 29.28239045, 0.00000000, 250.0
TRAF1, 37.02448394, -76.59235964, 656.36590000, -19.03266841, 25.21632383, 0.00000000, 250.0
TRAF3, 37.01991897, -76.58999720, 675.40839414, -163.96311233, 31.30933382, 51.94414947, 251.0
TRAF2, 37.01766637, -76.58882126, 656.36590000, 134.95133229, 29.28239045, 0.00000000, 251.0
TRAF1, 37.02459430, -76.59240732, 656.36590000, -19.03269713, 25.21632383, 0.00000000, 251.0
TRAF3, 37.01977966, -76.59004735, 676.27412996, -163.96314253, 31.30933382, 51.94414947, 252.0
TRAF2, 37.01757059, -76.58870110, 656.36590000, 134.95140463, 29.28239045, 0.00000000, 252.0
TRAF1, 37.02470466, -76.59245501, 656.36590000, -19.03272584, 25.21632383, 0.00000000, 252.0
TRAF3, 37.01964035, -76.59009750, 677.13986579, -163.96317273, 31.30933382, 51.94414947, 253.0
TRAF2, 37.01747481, -76.58858094, 656.36590000, 134.95147698, 29.28239045, 0.00000000, 253.0
TRAF1, 37.02405858, -76.59217585, 656.36590000, -19.03253756, 29.41572401, 0.00000000, 253.0
TRAF3, 37.01950104, -76.59014765, 678.00560161, -163.96320292, 31.30933382, 51.94414947, 254.0
TRAF2, 37.01737904, -76.58846078, 656.36590000, 134.95154932, 29.28239045, 0.00000000, 254.0
TRAF1, 37.02418732, -76.59223148, 656.36590000, -19.03257105, 29.41572401, 0.00000000, 254.0
TRAF3, 37.01936173, -76.59019781, 678.87133744, -163.96323312, 31.30933382, 51.94414947, 255.0
TRAF2, 37.01728326, -76.58834063, 656.36590000, 134.95162166, 29.28239045, 0.00000000, 255.0
TRAF1, 37.02431606, -76.59228710, 656.36590000, -19.03260455, 29.41572401, 0.00000000, 255.0
TRAF3, 37.01922242, -76.59024796, 679.73707326, -163.96326332, 31.30933382, 51.94414947, 256.0
TRAF2, 37.01718748, -76.58822047, 656.36590000, 134.95169400, 29.28239045, 0.00000000, 256.0
TRAF1, 37.02444480, -76.59234273, 656.36590000, -19.03263804, 29.41572401, 0.00000000, 256.0
TRAF3, 37.01908311, -76.59029811, 680.60280908, -163.96329351, 31.30933382, 51.94414947, 257.0
TRAF2, 37.01709170, -76.58810031, 656.36590000, 134.95176634, 29.28239045, 0.00000000, 257.0
TRAF1, 37.02457354, -76.59239835, 656.36590000, -19.03267154, 29.41572401, 0.00000000, 257.0
TRAF3, 37.01894380, -76.59034826, 681.46854491, -163.96332371, 31.30933382, 51.94414947, 258.0
TRAF2, 37.01699592, -76.58798015, 656.36590000, 134.95183869, 29.28239045, 0.00000000, 258.0
TRAF1, 37.02470227, -76.59245398, 656.36590000, -19.03270503, 29.41572401, 0.00000000, 258.0
TRAF3, 37.01880449, -76.59039841, 682.33428073, -163.96335390, 31.30933382, 51.94414947, 259.0
TRAF2, 37.01690014, -76.58785999, 656.36590000, 134.95191103, 29.28239045, 0.00000000, 259.0
TRAF1, 37.02483101, -76.59250960, 656.36590000, -19.03273853, 29.41572401, 0.00000000, 259.0
